Date,Open,High,Low,Close,Volume
1998-07-17,4.3695,4.3695,4.3695,4.3695,9809
1998-07-20,4.6453,4.6453,4.6453,4.6453,17987
1998-07-21,4.6453,4.6453,4.6453,4.6453,31248
1998-07-22,4.6453,4.6453,4.6453,4.6453,28829
1998-07-23,4.6139,4.6139,4.6139,4.6139,39728
1998-07-24,4.6767,4.6767,4.6767,4.6767,25999
1998-07-27,4.7331,4.7331,4.7331,4.7331,33292
1998-07-28,4.7958,4.7958,4.7958,4.7958,21047
1998-07-29,4.7331,4.7331,4.7331,4.7331,16469
1998-07-30,4.7958,4.7958,4.7958,4.7958,31314
1998-07-31,4.8585,4.8585,4.8585,4.8585,17946
1998-08-03,4.7331,4.7331,4.7331,4.7331,8871
1998-08-04,4.7958,4.7958,4.7958,4.7958,23521
1998-08-05,4.6767,4.6767,4.6767,4.6767,21328
1998-08-06,4.6453,4.6453,4.6453,4.6453,25525
1998-08-07,4.6453,4.6453,4.6453,4.6453,20053
1998-08-10,4.6767,4.6767,4.6767,4.6767,4940
1998-08-11,4.6453,4.6453,4.6453,4.6453,11921
1998-08-12,4.2505,4.2505,4.2505,4.2505,15380
1998-08-13,3.8242,3.8242,3.8242,3.8242,25940
1998-08-14,3.4918,3.4918,3.4918,3.4918,48573
1998-08-17,3.5545,3.5545,3.5545,3.5545,18140
1998-08-18,3.6422,3.6422,3.6422,3.6422,16254
1998-08-19,3.9745,3.9745,3.9745,3.9745,31338
1998-08-20,3.9494,3.9494,3.9494,3.9494,25079
1998-08-21,3.7677,3.7677,3.7677,3.7677,10845
1998-08-24,3.6422,3.6422,3.6422,3.6422,14161
1998-08-25,3.7677,3.7677,3.7677,3.7677,10539
1998-08-26,3.8242,3.8242,3.8242,3.8242,17424
1998-08-27,3.8242,3.8242,3.8242,3.8242,16437
1998-08-28,3.4604,3.4604,3.4604,3.4604,10894
1998-08-31,3.3414,3.3414,3.3414,3.3414,15434
1998-09-01,3.0028,3.0028,3.0028,3.0028,9606
1998-09-02,2.9151,2.9151,2.9151,2.9151,41581
1998-09-03,2.7959,2.7959,2.7959,2.7959,10929
1998-09-04,2.5202,2.5202,2.5202,2.5202,6732
1998-09-07,2.7334,2.7334,2.7334,2.7334,23380
1998-09-08,2.5829,2.5829,2.5829,2.5829,13146
1998-09-09,2.7959,2.7959,2.7959,2.7959,23551
1998-09-10,2.8524,2.8524,2.8524,2.8524,12579
1998-09-11,2.6079,2.6079,2.6079,2.6079,34791
1998-09-14,2.7959,2.7959,2.7959,2.7959,19938
1998-09-15,2.8524,2.8524,2.8524,2.8524,13993
1998-09-16,2.8524,2.8524,2.8524,2.8524,11755
1998-09-17,2.7646,2.7646,2.7646,2.7646,9763
1998-09-18,2.6079,2.6079,2.6079,2.6079,32159
1998-09-21,2.5202,2.5202,2.5202,2.5202,16323
1998-09-22,2.7019,2.7019,2.7019,2.7019,7501
1998-09-23,2.6706,2.6706,2.6706,2.6706,4586
1998-09-24,2.7959,2.7959,2.7959,2.7959,24812
1998-09-25,2.7019,2.7019,2.7019,2.7019,1936
1998-09-28,2.7019,2.7019,2.7019,2.7019,5929
1998-09-29,2.6706,2.6706,2.6706,2.6706,4784
1998-09-30,2.5829,2.5829,2.5829,2.5829,4752
1998-10-01,2.3696,2.3696,2.3696,2.3696,13977
1998-10-02,2.1879,2.1879,2.1879,2.1879,34402
1998-10-05,2.1566,2.1566,2.1566,2.1566,4208
1998-10-06,2.1566,2.1566,2.1566,2.1566,5087
1998-10-07,2.2443,2.2443,2.2443,2.2443,9046
1998-10-08,2.0624,2.0624,2.0624,2.0624,17721
1998-10-09,2.0061,2.0061,2.0061,2.0061,18115
1998-10-12,2.1879,2.1879,2.1879,2.1879,21276
1998-10-13,2.401,2.401,2.401,2.401,30240
1998-10-14,2.5515,2.5515,2.5515,2.5515,28781
1998-10-15,2.5515,2.5515,2.5515,2.5515,14869
1998-10-16,2.4888,2.4888,2.4888,2.4888,23602
1998-10-19,2.7019,2.7019,2.7019,2.7019,8069
1998-10-20,2.6079,2.6079,2.6079,2.6079,18635
1998-10-21,2.6392,2.6392,2.6392,2.6392,10065
1998-10-22,2.5515,2.5515,2.5515,2.5515,8960
1998-10-23,2.6079,2.6079,2.6079,2.6079,20251
1998-10-26,2.6706,2.6706,2.6706,2.6706,19312
1998-10-27,2.6079,2.6079,2.6079,2.6079,28970
1998-10-28,2.5202,2.5202,2.5202,2.5202,26811
1998-10-29,2.4888,2.4888,2.4888,2.4888,26806
1998-10-30,2.5515,2.5515,2.5515,2.5515,11932
1998-11-02,2.7334,2.7334,2.7334,2.7334,45526
1998-11-03,2.7959,2.7959,2.7959,2.7959,25996
1998-11-04,2.7334,2.7334,2.7334,2.7334,13905
1998-11-05,2.6706,2.6706,2.6706,2.6706,44990
1998-11-06,2.6079,2.6079,2.6079,2.6079,24868
1998-11-09,2.6392,2.6392,2.6392,2.6392,6843
1998-11-10,2.7334,2.7334,2.7334,2.7334,10931
1998-11-12,2.7959,2.7959,2.7959,2.7959,31248
1998-11-13,2.9463,2.9463,2.9463,2.9463,29763
1998-11-16,3.2159,3.2159,3.2159,3.2159,18341
1998-11-17,3.2159,3.2159,3.2159,3.2159,15991
1998-11-18,3.0341,3.0341,3.0341,3.0341,24037
1998-11-19,2.9151,2.9151,2.9151,2.9151,26871
1998-11-20,3.097,3.097,3.097,3.097,23005
1998-11-23,3.3414,3.3414,3.3414,3.3414,39559
1998-11-24,3.2159,3.2159,3.2159,3.2159,22039
1998-11-25,3.0028,3.0028,3.0028,3.0028,25364
1998-11-26,3.0028,3.0028,3.0028,3.0028,23233
1998-11-27,3.0341,3.0341,3.0341,3.0341,29205
1998-11-30,2.8837,2.8837,2.8837,2.8837,10233
1998-12-01,2.6706,2.6706,2.6706,2.6706,13711
1998-12-02,2.6079,2.6079,2.6079,2.6079,16529
1998-12-03,2.6706,2.6706,2.6706,2.6706,22950
1998-12-04,2.7334,2.7334,2.7334,2.7334,22656
1998-12-07,2.8837,2.8837,2.8837,2.8837,13177
1998-12-08,2.8837,2.8837,2.8837,2.8837,30846
1998-12-09,2.8524,2.8524,2.8524,2.8524,5075
1998-12-10,2.8837,2.8837,2.8837,2.8837,18157
1998-12-11,2.821,2.821,2.821,2.821,27733
1998-12-14,2.821,2.821,2.821,2.821,16828
1998-12-15,2.821,2.821,2.821,2.821,2594
1998-12-16,2.8837,2.8837,2.8837,2.8837,5496
1998-12-17,2.9151,2.9151,2.9151,2.9151,11606
1998-12-18,2.9778,2.9778,2.9778,2.9778,14637
1998-12-21,3.0341,3.0341,3.0341,3.0341,24051
1998-12-22,3.1597,3.1597,3.1597,3.1597,24356
1998-12-23,3.2787,3.2787,3.2787,3.2787,18000
1998-12-28,3.4918,3.4918,3.4918,3.4918,31243
1998-12-29,3.4918,3.4918,3.4918,3.4918,44864
1998-12-30,3.4918,3.4918,3.4918,3.4918,62747
1998-12-31,3.4918,3.4918,3.4918,3.4918,44571
1999-01-04,3.4918,3.4918,3.4918,3.4918,6478
1999-01-05,3.1909,3.1909,3.1909,3.1909,4189
1999-01-06,3.3414,3.3414,3.3414,3.3414,12867
1999-01-07,3.2159,3.2159,3.2159,3.2159,5276
1999-01-08,3.0656,3.0656,3.0656,3.0656,9490
1999-01-11,3.1597,3.1597,3.1597,3.1597,9770
1999-01-12,3.0656,3.0656,3.0656,3.0656,3376
1999-01-13,3.0028,3.0028,3.0028,3.0028,12771
1999-01-14,2.7334,2.7334,2.7334,2.7334,24655
1999-01-15,2.6079,2.6079,2.6079,2.6079,11253
1999-01-18,2.7646,2.7646,2.7646,2.7646,2879
1999-01-19,2.9151,2.9151,2.9151,2.9151,17241
1999-01-20,3.0028,3.0028,3.0028,3.0028,29332
1999-01-21,3.0341,3.0341,3.0341,3.0341,12883
1999-01-22,3.0028,3.0028,3.0028,3.0028,47315
1999-01-25,2.7334,2.7334,2.7334,2.7334,31887
1999-01-26,2.7334,2.7334,2.7334,2.7334,11361
1999-01-27,2.821,2.821,2.821,2.821,16755
1999-01-28,2.7646,2.7646,2.7646,2.7646,9660
1999-01-29,2.7334,2.7334,2.7334,2.7334,29369
1999-02-01,2.7334,2.7334,2.7334,2.7334,9294
1999-02-02,2.7019,2.7019,2.7019,2.7019,11559
1999-02-03,2.6079,2.6079,2.6079,2.6079,18090
1999-02-04,2.7334,2.7334,2.7334,2.7334,20310
1999-02-05,2.821,2.821,2.821,2.821,28371
1999-02-08,2.7959,2.7959,2.7959,2.7959,9207
1999-02-09,2.7646,2.7646,2.7646,2.7646,11141
1999-02-10,2.7334,2.7334,2.7334,2.7334,11265
1999-02-11,2.7959,2.7959,2.7959,2.7959,16386
1999-02-12,2.7959,2.7959,2.7959,2.7959,14673
1999-02-15,2.7959,2.7959,2.7959,2.7959,9738
1999-02-16,2.7959,2.7959,2.7959,2.7959,15278
1999-02-17,2.821,2.821,2.821,2.821,13201
1999-02-18,2.8524,2.8524,2.8524,2.8524,13519
1999-02-19,2.8524,2.8524,2.8524,2.8524,8119
1999-02-22,2.8837,2.8837,2.8837,2.8837,10197
1999-02-23,2.9151,2.9151,2.9151,2.9151,14345
1999-02-24,2.8837,2.8837,2.8837,2.8837,9916
1999-02-25,2.8524,2.8524,2.8524,2.8524,13297
1999-02-26,2.7646,2.7646,2.7646,2.7646,1799
1999-03-01,2.8524,2.8524,2.8524,2.8524,6179
1999-03-02,2.7959,2.7959,2.7959,2.7959,3129
1999-03-03,2.7959,2.7959,2.7959,2.7959,2963
1999-03-04,2.7959,2.7959,2.7959,2.7959,2718
1999-03-05,2.7959,2.7959,2.7959,2.7959,5972
1999-03-08,2.8524,2.8524,2.8524,2.8524,4447
1999-03-09,2.8524,2.8524,2.8524,2.8524,2065
1999-03-10,2.8524,2.8524,2.8524,2.8524,2435
1999-03-11,2.8524,2.8524,2.8524,2.8524,3077
1999-03-12,2.8524,2.8524,2.8524,2.8524,7519
1999-03-15,2.9151,2.9151,2.9151,2.9151,4924
1999-03-16,2.9151,2.9151,2.9151,2.9151,3458
1999-03-17,2.8524,2.8524,2.8524,2.8524,2191
1999-03-18,2.8524,2.8524,2.8524,2.8524,3211
1999-03-19,2.9151,2.9151,2.9151,2.9151,7297
1999-03-22,2.8837,2.8837,2.8837,2.8837,3220
1999-03-23,2.9151,2.9151,2.9151,2.9151,7603
1999-03-24,2.7646,2.7646,2.7646,2.7646,3293
1999-03-25,2.7959,2.7959,2.7959,2.7959,16222
1999-03-26,2.821,2.821,2.821,2.821,6434
1999-03-29,2.8524,2.8524,2.8524,2.8524,15645
1999-03-30,2.821,2.821,2.821,2.821,1894
1999-03-31,2.821,2.821,2.821,2.821,3580
1999-04-01,2.7959,2.7959,2.7959,2.7959,2903
1999-04-06,2.821,2.821,2.821,2.821,2635
1999-04-07,2.8524,2.8524,2.8524,2.8524,2454
1999-04-08,2.8837,2.8837,2.8837,2.8837,9337
1999-04-09,2.9151,2.9151,2.9151,2.9151,9558
1999-04-12,2.9778,2.9778,2.9778,2.9778,8092
1999-04-13,2.9463,2.9463,2.9463,2.9463,4002
1999-04-14,2.9778,2.9778,2.9778,2.9778,3154
1999-04-15,3.0028,3.0028,3.0028,3.0028,8424
1999-04-16,3.097,3.097,3.097,3.097,12105
1999-04-19,3.0341,3.0341,3.0341,3.0341,11284
1999-04-20,3.0341,3.0341,3.0341,3.0341,5718
1999-04-21,2.9778,2.9778,2.9778,2.9778,3438
1999-04-22,2.9778,2.9778,2.9778,2.9778,5011
1999-04-23,3.0341,3.0341,3.0341,3.0341,9936
1999-04-26,3.0341,3.0341,3.0341,3.0341,5977
1999-04-27,3.0341,3.0341,3.0341,3.0341,8621
1999-04-28,3.0656,3.0656,3.0656,3.0656,2800
1999-04-29,3.0028,3.0028,3.0028,3.0028,7241
1999-04-30,3.0341,3.0341,3.0341,3.0341,6756
1999-05-04,3.0341,3.0341,3.0341,3.0341,328
1999-05-05,3.0341,3.0341,3.0341,3.0341,10313
1999-05-06,3.0341,3.0341,3.0341,3.0341,4753
1999-05-07,3.0656,3.0656,3.0656,3.0656,1644
1999-05-10,3.0656,3.0656,3.0656,3.0656,6944
1999-05-11,3.0341,3.0341,3.0341,3.0341,7540
1999-05-12,3.097,3.097,3.097,3.097,7992
1999-05-13,3.1597,3.1597,3.1597,3.1597,13446
1999-05-14,3.2473,3.2473,3.2473,3.2473,18189
1999-05-17,3.2787,3.2787,3.2787,3.2787,13787
1999-05-18,3.3978,3.3978,3.3978,3.3978,9555
1999-05-19,3.3414,3.3414,3.3414,3.3414,17595
1999-05-20,3.3414,3.3414,3.3414,3.3414,15977
1999-05-21,3.0656,3.0656,3.0656,3.0656,9964
1999-05-24,3.097,3.097,3.097,3.097,8975
1999-05-25,3.097,3.097,3.097,3.097,12183
1999-05-26,3.097,3.097,3.097,3.097,7540
1999-05-27,2.9778,2.9778,2.9778,2.9778,8811
1999-05-28,3.0341,3.0341,3.0341,3.0341,3129
1999-05-31,3.097,3.097,3.097,3.097,3639
1999-06-01,3.097,3.097,3.097,3.097,3950
1999-06-02,3.1597,3.1597,3.1597,3.1597,8006
1999-06-07,3.1597,3.1597,3.1597,3.1597,6667
1999-06-08,3.1909,3.1909,3.1909,3.1909,3200
1999-06-09,3.1284,3.1284,3.1284,3.1284,2800
1999-06-10,3.1284,3.1284,3.1284,3.1284,2296
1999-06-11,3.1597,3.1597,3.1597,3.1597,4111
1999-06-14,3.2159,3.2159,3.2159,3.2159,5228
1999-06-15,3.2787,3.2787,3.2787,3.2787,9653
1999-06-16,3.1909,3.1909,3.1909,3.1909,1270
1999-06-17,3.2159,3.2159,3.2159,3.2159,4888
1999-06-18,3.2159,3.2159,3.2159,3.2159,6148
1999-06-21,3.1909,3.1909,3.1909,3.1909,6518
1999-06-22,3.1597,3.1597,3.1597,3.1597,6828
1999-06-23,3.1284,3.1284,3.1284,3.1284,4241
1999-06-24,3.1284,3.1284,3.1284,3.1284,4819
1999-06-25,3.1284,3.1284,3.1284,3.1284,3148
1999-06-28,3.1597,3.1597,3.1597,3.1597,2796
1999-06-29,3.1597,3.1597,3.1597,3.1597,3035
1999-06-30,3.0656,3.0656,3.0656,3.0656,494
1999-07-01,3.0656,3.0656,3.0656,3.0656,3749
1999-07-02,3.1284,3.1284,3.1284,3.1284,6143
1999-07-05,3.0656,3.0656,3.0656,3.0656,870
1999-07-06,3.097,3.097,3.097,3.097,577
1999-07-07,3.097,3.097,3.097,3.097,2745
1999-07-08,3.097,3.097,3.097,3.097,821
1999-07-09,3.097,3.097,3.097,3.097,3376
1999-07-12,3.0341,3.0341,3.0341,3.0341,2381
1999-07-13,3.0656,3.0656,3.0656,3.0656,4323
1999-07-14,3.1284,3.1284,3.1284,3.1284,3502
1999-07-15,3.097,3.097,3.097,3.097,3777
1999-07-16,3.0656,3.0656,3.0656,3.0656,1029
1999-07-19,3.0656,3.0656,3.0656,3.0656,2033
1999-07-20,3.0341,3.0341,3.0341,3.0341,1166
1999-07-21,2.7959,2.7959,2.7959,2.7959,10736
1999-07-22,2.7959,2.7959,2.7959,2.7959,7326
1999-07-23,2.7959,2.7959,2.7959,2.7959,11303
1999-07-26,2.8524,2.8524,2.8524,2.8524,3669
1999-07-27,2.9151,2.9151,2.9151,2.9151,2195
1999-07-28,2.9151,2.9151,2.9151,2.9151,2139
1999-07-29,2.9151,2.9151,2.9151,2.9151,1321
1999-07-30,2.821,2.821,2.821,2.821,543
1999-08-02,2.7334,2.7334,2.7334,2.7334,1644
1999-08-03,2.7959,2.7959,2.7959,2.7959,1625
1999-08-04,2.8524,2.8524,2.8524,2.8524,4447
1999-08-05,2.7646,2.7646,2.7646,2.7646,577
1999-08-06,2.7959,2.7959,2.7959,2.7959,1203
1999-08-09,2.821,2.821,2.821,2.821,3293
1999-08-10,2.7019,2.7019,2.7019,2.7019,27
1999-08-11,2.7334,2.7334,2.7334,2.7334,2800
1999-08-12,2.7959,2.7959,2.7959,2.7959,2034
1999-08-13,2.821,2.821,2.821,2.821,907
1999-08-16,2.7959,2.7959,2.7959,2.7959,5248
1999-08-17,2.821,2.821,2.821,2.821,2074
1999-08-18,2.7959,2.7959,2.7959,2.7959,423
1999-08-19,2.821,2.821,2.821,2.821,5591
1999-08-20,2.8837,2.8837,2.8837,2.8837,4973
1999-08-23,2.9151,2.9151,2.9151,2.9151,1989
1999-08-24,2.8837,2.8837,2.8837,2.8837,6586
1999-08-25,2.9463,2.9463,2.9463,2.9463,611
1999-08-26,2.9151,2.9151,2.9151,2.9151,24685
1999-08-27,2.9463,2.9463,2.9463,2.9463,3293
1999-08-30,2.9463,2.9463,2.9463,2.9463,8561
1999-08-31,2.9463,2.9463,2.9463,2.9463,16425
1999-09-01,2.9463,2.9463,2.9463,2.9463,9171
1999-09-02,2.9463,2.9463,2.9463,2.9463,12954
1999-09-03,2.9778,2.9778,2.9778,2.9778,10584
1999-09-06,3.0341,3.0341,3.0341,3.0341,21551
1999-09-07,3.097,3.097,3.097,3.097,2611
1999-09-08,3.0341,3.0341,3.0341,3.0341,18847
1999-09-09,2.9778,2.9778,2.9778,2.9778,12828
1999-09-10,2.9778,2.9778,2.9778,2.9778,2635
1999-09-13,2.9778,2.9778,2.9778,2.9778,2493
1999-09-14,2.8837,2.8837,2.8837,2.8837,821
1999-09-15,2.7646,2.7646,2.7646,2.7646,3766
1999-09-16,2.7334,2.7334,2.7334,2.7334,5763
1999-09-17,2.7334,2.7334,2.7334,2.7334,543
1999-09-20,2.6706,2.6706,2.6706,2.6706,903
1999-09-21,2.821,2.821,2.821,2.821,15810
1999-09-22,2.5515,2.5515,2.5515,2.5515,5961
1999-09-23,2.307,2.307,2.307,2.307,20310
1999-09-24,2.3383,2.3383,2.3383,2.3383,3040
1999-09-27,2.3696,2.3696,2.3696,2.3696,8832
1999-09-28,2.6079,2.6079,2.6079,2.6079,13498
1999-09-29,2.4888,2.4888,2.4888,2.4888,2136
1999-09-30,2.4261,2.4261,2.4261,2.4261,577
1999-10-01,2.4261,2.4261,2.4261,2.4261,193
1999-10-04,2.4888,2.4888,2.4888,2.4888,952
1999-10-05,2.5264,2.5264,2.5264,2.5264,1644
1999-10-06,2.4387,2.4387,2.4387,2.4387,198
1999-10-07,2.5829,2.5829,2.5829,2.5829,1019
1999-10-08,2.5829,2.5829,2.5829,2.5829,165
1999-10-11,2.5515,2.5515,2.5515,2.5515,452
1999-10-12,2.6079,2.6079,2.6079,2.6079,81
1999-10-13,2.6079,2.6079,2.6079,2.6079,3672
1999-10-14,2.6392,2.6392,2.6392,2.6392,4474
1999-10-15,2.6392,2.6392,2.6392,2.6392,1846
1999-10-18,2.3821,2.3821,2.3821,2.3821,1483
1999-10-19,2.6142,2.6142,2.6142,2.6142,924
1999-10-20,2.6706,2.6706,2.6706,2.6706,2972
1999-10-21,2.6706,2.6706,2.6706,2.6706,81
1999-10-22,2.6706,2.6706,2.6706,2.6706,1799
1999-10-25,2.6642,2.6642,2.6642,2.6642,245
1999-10-26,2.6581,2.6581,2.6581,2.6581,1112
1999-10-27,2.6392,2.6392,2.6392,2.6392,81
1999-10-28,2.6079,2.6079,2.6079,2.6079,2501
1999-10-29,2.6642,2.6642,2.6642,2.6642,1116
1999-11-02,2.6079,2.6079,2.6079,2.6079,656
1999-11-03,2.4763,2.4763,2.4763,2.4763,691
1999-11-04,2.4449,2.4449,2.4449,2.4449,987
1999-11-05,2.4261,2.4261,2.4261,2.4261,2288
1999-11-08,2.4261,2.4261,2.4261,2.4261,1234
1999-11-09,2.401,2.401,2.401,2.401,3379
1999-11-10,2.4073,2.4073,2.4073,2.4073,577
1999-11-15,2.6392,2.6392,2.6392,2.6392,577
1999-11-16,2.5765,2.5765,2.5765,2.5765,1152
1999-11-17,2.5515,2.5515,2.5515,2.5515,81
1999-11-18,2.4387,2.4387,2.4387,2.4387,1815
1999-11-19,2.6017,2.6017,2.6017,2.6017,775
1999-11-22,2.8524,2.8524,2.8524,2.8524,2420
1999-11-23,2.7959,2.7959,2.7959,2.7959,1729
1999-11-24,2.7019,2.7019,2.7019,2.7019,2368
1999-11-25,2.7959,2.7959,2.7959,2.7959,1644
1999-11-26,2.7959,2.7959,2.7959,2.7959,3458
1999-11-29,2.6581,2.6581,2.6581,2.6581,165
1999-11-30,2.7959,2.7959,2.7959,2.7959,5168
1999-12-01,2.7646,2.7646,2.7646,2.7646,2534
1999-12-02,2.8149,2.8149,2.8149,2.8149,2385
1999-12-03,2.7959,2.7959,2.7959,2.7959,81
1999-12-06,2.7772,2.7772,2.7772,2.7772,1071
1999-12-07,2.7959,2.7959,2.7959,2.7959,1729
1999-12-08,2.7772,2.7772,2.7772,2.7772,2181
1999-12-09,2.6581,2.6581,2.6581,2.6581,6586
1999-12-10,2.6831,2.6831,2.6831,2.6831,11649
1999-12-13,2.6894,2.6894,2.6894,2.6894,3055
1999-12-14,2.7959,2.7959,2.7959,2.7959,9632
1999-12-15,2.865,2.865,2.865,2.865,8982
1999-12-16,2.865,2.865,2.865,2.865,2876
1999-12-17,2.8399,2.8399,2.8399,2.8399,5433
1999-12-20,2.7395,2.7395,2.7395,2.7395,7452
1999-12-21,2.7709,2.7709,2.7709,2.7709,7537
1999-12-22,2.9151,2.9151,2.9151,2.9151,10704
1999-12-23,2.9589,2.9589,2.9589,2.9589,20670
1999-12-27,2.9966,2.9966,2.9966,2.9966,12784
1999-12-28,2.6956,2.6956,2.6956,2.6956,13113
1999-12-29,2.8023,2.8023,2.8023,2.8023,17210
2000-01-03,2.9276,2.9276,2.9276,2.9276,3425
2000-01-04,2.9151,2.9151,2.9151,2.9151,4067
